"","Date","Recorder","Site","Block","Group","Plot","Quadrant","Species..Nell.","Species","Cover","Notes","what3words","X"
"513","2022-07-04","Nell Pates","Knepp","N","0","112",4,"stiff square stem","Odontites_verna",6,"","darts.sleepers.giggled",0
"514","2022-07-04","Nell Pates","Knepp","N","0","112",4,"3 leaves, tiny yellow flowers in clusters","Trifolium_dubium",1,"","darts.sleepers.giggled",0
"515","2022-07-04","Nell Pates","Knepp","N","0","112",4,"vetch","Vicia_hirsuta",0.1,"","darts.sleepers.giggled",0
"517","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Grass 1 - cocksfoot","Dactylis_glomerata",2,"","call.defers.goose",0
"518","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Grass 2 - Holcus lanatus","Holcus_lanatus",40,"","call.defers.goose",0
"519","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Fleabane","Pulicaria_dysenterica",45,"","call.defers.goose",0
"520","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Dandelion","Taraxacum_officinale",10,"","call.defers.goose",0
"521","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Grass 3 - Agrostis capillaris","Agrostis_capillaris",1,"","call.defers.goose",0
"522","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Long leaves","Centaurea_nigra_s.l.",20,"","call.defers.goose",0
"523","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Tall, stiff, square stem with fuzz flowers","Centaurea_nigra",5,"","call.defers.goose",0
"524","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Stellaria graminea","Cerastium_fontanum",1,"","call.defers.goose",0
"525","2022-07-04","Nell Pates","Knepp","N","0","113",1,"R repens","Ranunculus_repens",5,"","call.defers.goose",0
"526","2022-07-04","Nell Pates","Knepp","N","0","113",1,"Red leaves with brown dried fruits","Geranium_dissectum",0.5,"","call.defers.goose",0
"527","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Grass 2 - Holcus lanatus","Holcus_lanatus",30,"","call.defers.goose",0
"528","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Grass 4 ?","Arrhenatherum_elatius",1,"","call.defers.goose",0
"529","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Fleabane","Pulicaria_dysenterica",15,"","call.defers.goose",0
"530","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Dandelion","Taraxacum_officinale",5,"","call.defers.goose",0
"531","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Long leaves","Centaurea_nigra_s.l.",25,"","call.defers.goose",0
"532","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Tall, stiff, square stem with fuzz flowers","Centaurea_nigra",12,"","call.defers.goose",0
"533","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Stellaria graminea","Cerastium_fontanum",5,"","call.defers.goose",0
"534","2022-07-04","Nell Pates","Knepp","N","0","113",2,"Yellow flowers, spear-like leaves","Crepis_paludosa",2,"","call.defers.goose",0
"535","2022-07-04","Nell Pates","Knepp","N","0","113",2,"vetch","Vicia_tetrasperma",0.1,"","call.defers.goose",0
"537","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Grass 1 - cocksfoot","Dactylis_glomerata",5,"","call.defers.goose",0
"538","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Grass 2 - Holcus lanatus","Holcus_lanatus",65,"","call.defers.goose",0
"539","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Grass 3 - Agrostis capillaris","Agrostis_capillaris",10,"","call.defers.goose",0
"540","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Grass 4 ?","Arrhenatherum_elatius",1,"","call.defers.goose",0
"541","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Dandelion","Taraxacum_officinale",5,"","call.defers.goose",0
"542","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Fleabane","Pulicaria_dysenterica",2,"","call.defers.goose",0
"543","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Long leaves","Centaurea_nigra_s.l.",10,"","call.defers.goose",0
"544","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Tall, stiff, square stem with fuzz flowers","Centaurea_nigra",15,"","call.defers.goose",0
"545","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Yellow flowers, spear-like leaves","Crepis_paludosa",5,"","call.defers.goose",0
"546","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Stellaria graminea","Cerastium_fontanum",8,"","call.defers.goose",0
"547","2022-07-04","Nell Pates","Knepp","N","0","113",3,"Trifolium dubium","Trifolium_dubium",1,"","call.defers.goose",0
"549","2022-07-04","Nell Pates","Knepp","N","0","113",3,"round wrinkled leaves","Senecio_jacobaea",5,"","call.defers.goose",0
"550","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Grass 1 - cocksfoot","Dactylis_glomerata",1,"","call.defers.goose",0
"551","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Grass 2 - Holcus lanatus","Holcus_lanatus",80,"","call.defers.goose",0
"552","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Grass 3 - Agrostis capillaris","Agrostis_capillaris",5,"","call.defers.goose",0
"553","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Dandelion","Taraxacum_officinale",5,"","call.defers.goose",0
"554","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Fleabane","Pulicaria_dysenterica",4,"","call.defers.goose",0
"555","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Long leaves","Centaurea_nigra_s.l.",15,"","call.defers.goose",0
"556","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Tall, stiff, square stem with fuzz flowers","Centaurea_nigra",10,"","call.defers.goose",0
"557","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Yellow flowers, spear-like leaves","Crepis_paludosa",3,"","call.defers.goose",0
"558","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Stellaria graminea","Cerastium_fontanum",2,"","call.defers.goose",0
"559","2022-07-04","Nell Pates","Knepp","N","0","113",4,"Trifolium dubium","Trifolium_dubium",0.1,"","call.defers.goose",0
"560","2022-07-04","Nell Pates","Knepp","N","0","113",4,"small clump wrinkled leaves","Senecio_jacobaea",1,"","call.defers.goose",0
"562","2022-07-04","Nell Pates","Knepp","N","0","113",4,"oak sapling","Quercus_robur",1,"","call.defers.goose",0
"565","2022-07-04","Nell Pates","Knepp","N","0","111",1,"Holcus lanatus","Holcus_lanatus",85,"","promotion.zest.derailed",0
"566","2022-07-04","Nell Pates","Knepp","N","0","111",1,"Thistle","Cirsium_arvense",45,"","promotion.zest.derailed",0
"569","2022-07-04","Nell Pates","Knepp","N","0","111",1,"Grass 2 - Agrostis capillaris","Agrostis_stolonifera",2,"","promotion.zest.derailed",0
"570","2022-07-04","Nell Pates","Knepp","N","0","111",2,"Holcus lanatus","Holcus_lanatus",95,"","promotion.zest.derailed",0
"571","2022-07-04","Nell Pates","Knepp","N","0","111",2,"Thistle","Cirsium_arvense",25,"","promotion.zest.derailed",0
"572","2022-07-04","Nell Pates","Knepp","N","0","111",2,"Potentilla reptans","Potentilla_reptans",10,"","promotion.zest.derailed",0
"575","2022-07-04","Nell Pates","Knepp","N","0","111",2,"Grass 3 - soft brome","Bromus_hordeaceus",0.1,"","promotion.zest.derailed",0
"577","2022-07-04","Nell Pates","Knepp","N","0","111",3,"Holcus lanatus","Holcus_lanatus",80,"","promotion.zest.derailed",0
"578","2022-07-04","Nell Pates","Knepp","N","0","111",3,"Thistle","Cirsium_arvense",15,"","promotion.zest.derailed",0
"579","2022-07-04","Nell Pates","Knepp","N","0","111",3,"Grass 3 - soft brome","Bromus_hordeaceus",1,"","promotion.zest.derailed",0
"580","2022-07-04","Nell Pates","Knepp","N","0","111",3,"White clover","Trifolium_repens",5,"","promotion.zest.derailed",0
"581","2022-07-04","Nell Pates","Knepp","N","0","111",3,"square stem, alternating leaves","Parentucellia_viscosa",0.5,"","promotion.zest.derailed",0
"584","2022-07-04","Nell Pates","Knepp","N","0","111",3,"Grass 2 - Agrostis capillaris","Agrostis_stolonifera",2,"","promotion.zest.derailed",0
"585","2022-07-04","Nell Pates","Knepp","N","0","111",3,"dead thistle","Cirsium_arvense",2,"dead","promotion.zest.derailed",0
"587","2022-07-04","Nell Pates","Knepp","N","0","111",3,"Hairy stem, alternating leaves","Senecio_erucifolius",8,"","promotion.zest.derailed",0
"588","2022-07-04","Nell Pates","Knepp","N","0","111",4,"Holcus lanatus","Holcus_lanatus",60,"","promotion.zest.derailed",0
"589","2022-07-04","Nell Pates","Knepp","N","0","111",4,"Thistle","Cirsium_arvense",50,"","promotion.zest.derailed",0
"591","2022-07-04","Nell Pates","Knepp","N","0","111",4,"Grass 3 - soft brome","Bromus_hordeaceus",1,"","promotion.zest.derailed",0
"594","2022-07-04","Nell Pates","Knepp","N","0","222",1,"sapling (hazel?)","Corylus_avellana",35,"","best.worms.spinners",0
"595","2022-07-04","Nell Pates","Knepp","N","0","222",1,"fluffy paired leaves","Veronica_chamaedrys",4,"","best.worms.spinners",0
"596","2022-07-04","Nell Pates","Knepp","N","0","222",1,"Ragwort","Senecio_jacobaea",3,"","best.worms.spinners",0
"597","2022-07-04","Nell Pates","Knepp","N","0","222",1,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",85,"","best.worms.spinners",0
"598","2022-07-04","Nell Pates","Knepp","N","0","222",1,"heart shaped leaves","Viola_riviniana",4,"","best.worms.spinners",0
"599","2022-07-04","Nell Pates","Knepp","N","0","222",1,"very hairy stem, 3 leaves","Potentilla_sterilis",10,"","best.worms.spinners",0
"600","2022-07-04","Nell Pates","Knepp","N","0","222",1,"Stellaria graminea","Cerastium_fontanum",1,"","best.worms.spinners",0
"604","2022-07-04","Nell Pates","Knepp","N","0","222",2,"fluffy paired leaves","Veronica_chamaedrys",3,"","best.worms.spinners",0
"605","2022-07-04","Nell Pates","Knepp","N","0","222",2,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",85,"","best.worms.spinners",0
"606","2022-07-04","Nell Pates","Knepp","N","0","222",2,"heart shaped leaves","Viola_riviniana",3,"","best.worms.spinners",0
"607","2022-07-04","Nell Pates","Knepp","N","0","222",2,"very hairy stem, 3 leaves","Potentilla_sterilis",8,"","best.worms.spinners",0
"608","2022-07-04","Nell Pates","Knepp","N","0","222",2,"Grass 2 - Timothy","Phleum_bertolonii",0.1,"","best.worms.spinners",0
"609","2022-07-04","Nell Pates","Knepp","N","0","222",2,"Stellaria graminea","Cerastium_fontanum",1,"","best.worms.spinners",0
"610","2022-07-04","Nell Pates","Knepp","N","0","222",2,"Ragwort","Senecio_jacobaea",4,"","best.worms.spinners",0
"611","2022-07-04","Nell Pates","Knepp","N","0","222",2,"Skinny, yellow flowers","Hypericum_perforatum",3,"","best.worms.spinners",0
"612","2022-07-04","Nell Pates","Knepp","N","0","222",2,"vetch (pale blue?)","Vicia_tetrasperma",0.1,"","best.worms.spinners",0
"614","2022-07-04","Nell Pates","Knepp","N","0","222",3,"fluffy paired leaves","Veronica_chamaedrys",1,"","best.worms.spinners",0
"615","2022-07-04","Nell Pates","Knepp","N","0","222",3,"heart shaped leaves","Viola_riviniana",5,"","best.worms.spinners",0
"616","2022-07-04","Nell Pates","Knepp","N","0","222",3,"very hairy stem, 3 leaves","Potentilla_sterilis",10,"","best.worms.spinners",0
"617","2022-07-04","Nell Pates","Knepp","N","0","222",3,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",95,"","best.worms.spinners",0
"618","2022-07-04","Nell Pates","Knepp","N","0","222",3,"Grass 3 - Holcus lanatus","Holcus_lanatus",2,"","best.worms.spinners",0
"619","2022-07-04","Nell Pates","Knepp","N","0","222",3,"Bramble","Rubus_fruticosus",2,"","best.worms.spinners",0
"621","2022-07-04","Nell Pates","Knepp","N","0","222",3,"Grass 4 - senesced brome?","Bromus_hordeaceus",1,"","best.worms.spinners",0
"622","2022-07-04","Nell Pates","Knepp","N","0","222",3,"Grass 2 - Timothy","Phleum_bertolonii",1,"","best.worms.spinners",0
"623","2022-07-04","Nell Pates","Knepp","N","0","222",4,"fluffy paired leaves","Veronica_chamaedrys",2,"","best.worms.spinners",0
"624","2022-07-04","Nell Pates","Knepp","N","0","222",4,"heart shaped leaves","Viola_riviniana",5,"","best.worms.spinners",0
"625","2022-07-04","Nell Pates","Knepp","N","0","222",4,"very hairy stem, 3 leaves","Potentilla_sterilis",15,"","best.worms.spinners",0
"626","2022-07-04","Nell Pates","Knepp","N","0","222",4,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",90,"","best.worms.spinners",0
"627","2022-07-04","Nell Pates","Knepp","N","0","222",4,"Grass 3 - Holcus lanatus","Holcus_lanatus",5,"","best.worms.spinners",0
"628","2022-07-04","Nell Pates","Knepp","N","0","222",4,"Fallen oak leaves","Quercus_robur",5,"dead","best.worms.spinners",0
"629","2022-07-04","Nell Pates","Knepp","N","0","222",4,"dead flowers","Hypericum_perforatum",2,"possibly","best.worms.spinners",0
"630","2022-07-04","Nell Pates","Knepp","N","0","222",4,"just leaves - damaged","Hypericum_perforatum",0.1,"damaged","best.worms.spinners",0
"632","2022-07-05","Nell Pates","Knepp","S","Y","122",1,"Quercus robur","Quercus_robur",0,"overhang - 100","livid.raced.novel",0
"633","2022-07-05","Nell Pates","Knepp","S","Y","122",1,"nettle","Urtica_dioica",39,"","livid.raced.novel",0
"637","2022-07-05","Nell Pates","Knepp","S","Y","122",1,"grass?","Agrostis_stolonifera",10,"","livid.raced.novel",0
"641","2022-07-05","Nell Pates","Knepp","S","Y","122",2,"Quercus robur","Quercus_robur",0,"overhang - 100","livid.raced.novel",0
"642","2022-07-05","Nell Pates","Knepp","S","Y","122",2,"nettle","Urtica_dioica",26,"","livid.raced.novel",0
"646","2022-07-05","Nell Pates","Knepp","S","Y","122",2,"grass?","Agrostis_stolonifera",3,"","livid.raced.novel",0
"649","2022-07-05","Nell Pates","Knepp","S","Y","122",2,"shoots 5 - lobed leaves","Crataegus_monogyna",1,"","livid.raced.novel",0
"650","2022-07-05","Nell Pates","Knepp","S","Y","122",2,"shoots 6 - clumped paired leaves","Veronica_serpyllifolia",6,"","livid.raced.novel",0
"651","2022-07-05","Nell Pates","Knepp","S","Y","122",3,"Quercus robur","Quercus_robur",0,"overhang - 100","livid.raced.novel",0
"652","2022-07-05","Nell Pates","Knepp","S","Y","122",3,"Rose trees - no thorns?","Rubus_ulmifolius",0,"overhang - 50","livid.raced.novel",0
"653","2022-07-05","Nell Pates","Knepp","S","Y","122",3,"nettle","Urtica_dioica",33,"","livid.raced.novel",0
"657","2022-07-05","Nell Pates","Knepp","S","Y","122",3,"grass?","Agrostis_stolonifera",10,"","livid.raced.novel",0
"661","2022-07-05","Nell Pates","Knepp","S","Y","122",3,"shoots 7 - denser, paired, darker green, pointy ends","Prunella_vulgaris",5,"","livid.raced.novel",0
"662","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"Quercus robur","Quercus_robur",0,"overhang - 100","livid.raced.novel",0
"663","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"Rose trees - no thorns?","Rubus_ulmifolius",0,"overhang - 50","livid.raced.novel",0
"664","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"nettle","Urtica_dioica",25,"","livid.raced.novel",0
"672","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"pale green - tiny purple flower","Epilobium_palustre",1,"","livid.raced.novel",0
"673","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"Rumex sp?","Rumex_obtusifolius",3,"","livid.raced.novel",0
"675","2022-07-05","Nell Pates","Knepp","S","Y","122",4,"Ragwort","Senecio_jacobaea",5,"","livid.raced.novel",0
"676","2022-07-05","Nell Pates","Knepp","S","Y","222",1,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",95,"","pines.excavated.hampers",0
"677","2022-07-05","Nell Pates","Knepp","S","Y","222",1,"Grass 2 - Lolium perenne","Lolium_perenne",1,"","pines.excavated.hampers",0
"678","2022-07-05","Nell Pates","Knepp","S","Y","222",1,"thistle","Cirsium_arvense",4,"","pines.excavated.hampers",0
"679","2022-07-05","Nell Pates","Knepp","S","Y","222",1,"R repens","Ranunculus_repens",8,"","pines.excavated.hampers",0
"680","2022-07-05","Nell Pates","Knepp","S","Y","222",1,"White clover","Trifolium_repens",12,"","pines.excavated.hampers",0
"682","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",30,"","pines.excavated.hampers",0
"683","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"Grass 2 - Lolium perenne","Lolium_perenne",5,"","pines.excavated.hampers",0
"684","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"Holcus lanatus","Holcus_lanatus",50,"","pines.excavated.hampers",0
"685","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"thistle","Cirsium_arvense",5,"","pines.excavated.hampers",0
"686","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"R repens","Ranunculus_repens",15,"","pines.excavated.hampers",0
"687","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"White clover","Trifolium_repens",7,"","pines.excavated.hampers",0
"688","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"Grass 5 - Arrhenatherum elatius","Arrhenatherum_elatius",1,"","pines.excavated.hampers",0
"690","2022-07-05","Nell Pates","Knepp","S","Y","222",2,"Grass 6 - small single spiklets, soft brome?","Bromus_hordeaceus",0.5,"","pines.excavated.hampers",0
"691","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",75,"","pines.excavated.hampers",0
"692","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"Grass 2 - Lolium perenne","Lolium_perenne",1,"","pines.excavated.hampers",0
"693","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"Holcus lanatus","Holcus_lanatus",20,"","pines.excavated.hampers",0
"694","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"thistle","Cirsium_arvense",2,"","pines.excavated.hampers",0
"695","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"R repens","Ranunculus_repens",10,"","pines.excavated.hampers",0
"696","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"White clover","Trifolium_repens",2,"","pines.excavated.hampers",0
"697","2022-07-05","Nell Pates","Knepp","S","Y","222",3,"Grass 5 - Arrhenatherum elatius","Arrhenatherum_elatius",1,"","pines.excavated.hampers",0
"699","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"Grass 1 - Agrostis capillaris","Agrostis_capillaris",70,"","pines.excavated.hampers",0
"700","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"Holcus lanatus","Holcus_lanatus",20,"","pines.excavated.hampers",0
"701","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"thistle","Cirsium_arvense",12,"","pines.excavated.hampers",0
"702","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"R repens","Ranunculus_repens",10,"","pines.excavated.hampers",0
"703","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"White clover","Trifolium_repens",3,"","pines.excavated.hampers",0
"705","2022-07-05","Nell Pates","Knepp","S","Y","222",4,"Ragwort","Senecio_jacobaea",2,"","pines.excavated.hampers",0
"706","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"Ash?","Fraxinus_excelsior",0,"overhang - 100","curtains.footballers.furnish",0
"707","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"grass sp?","Brachypodium_sylvaticum",85,"","curtains.footballers.furnish",0
"708","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"bramble","Rubus_fruticosus",25,"","curtains.footballers.furnish",0
"709","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"paired fluffy leaves","Veronica_chamaedrys",5,"","curtains.footballers.furnish",0
"710","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"lobed 3 leaves","Geranium_robertianum",1,"","curtains.footballers.furnish",0
"712","2022-07-05","Nell Pates","Knepp","S","Z","133",1,"Galium aparine","Galium_aparine",1,"","curtains.footballers.furnish",0
"713","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"Ash?","Fraxinus_excelsior",0,"overhang - 100","curtains.footballers.furnish",0
"714","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"grass sp?","Brachypodium_sylvaticum",70,"","curtains.footballers.furnish",0
"715","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"bramble","Rubus_fruticosus",25,"","curtains.footballers.furnish",0
"716","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"paired fluffy leaves","Veronica_chamaedrys",2,"","curtains.footballers.furnish",0
"717","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"Geranium leaves","Glechoma_hederacea",5,"","curtains.footballers.furnish",0
"718","2022-07-05","Nell Pates","Knepp","S","Z","133",2,"lobed 3 leaves","Geranium_robertianum",1,"","curtains.footballers.furnish",0
"722","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"Ash?","Fraxinus_excelsior",0,"overhang - 100","curtains.footballers.furnish",0
"723","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"grass sp?","Brachypodium_sylvaticum",55,"","curtains.footballers.furnish",0
"724","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"Holcus lanatus","Holcus_lanatus",10,"","curtains.footballers.furnish",0
"725","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"bramble","Rubus_fruticosus",35,"","curtains.footballers.furnish",0
"726","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"paired fluffy leaves","Veronica_chamaedrys",5,"","curtains.footballers.furnish",0
"727","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"lobed 3 leaves","Geranium_robertianum",2,"","curtains.footballers.furnish",0
"729","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"Geranium leaves","Glechoma_hederacea",3,"","curtains.footballers.furnish",0
"730","2022-07-05","Nell Pates","Knepp","S","Z","133",3,"chickweed sp?","Cerastium_fontanum",6,"","curtains.footballers.furnish",0
"732","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"Ash?","Fraxinus_excelsior",0,"overhang - 100","curtains.footballers.furnish",0
"733","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"grass sp?","Brachypodium_sylvaticum",75,"","curtains.footballers.furnish",0
"734","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"Holcus lanatus","Holcus_lanatus",2,"","curtains.footballers.furnish",0
"735","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"R repens??","Geum_urbanum",1,"","curtains.footballers.furnish",0
"736","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"lobed 3 leaves","Geranium_robertianum",5,"","curtains.footballers.furnish",0
"737","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"Geranium leaves","Glechoma_hederacea",3,"","curtains.footballers.furnish",0
"739","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"Galium aparine","Galium_aparine",1,"","curtains.footballers.furnish",0
"740","2022-07-05","Nell Pates","Knepp","S","Z","133",4,"Bramble","Rubus_fruticosus",7,"","curtains.footballers.furnish",0
"743","2022-07-05","Nell Pates","Knepp","S","Z","333",1,"Holcus lanatus","Holcus_lanatus",30,"","political.pencils.applause",0
"744","2022-07-05","Nell Pates","Knepp","S","Z","333",1,"Agrostis capillaris","Agrostis_capillaris",70,"","political.pencils.applause",0
"745","2022-07-05","Nell Pates","Knepp","S","Z","333",1,"Fleabane","Pulicaria_dysenterica",30,"","political.pencils.applause",0
"747","2022-07-05","Nell Pates","Knepp","S","Z","333",1,"R repens","Ranunculus_repens",3,"","political.pencils.applause",0
"748","2022-07-05","Nell Pates","Knepp","S","Z","333",2,"Holcus lanatus","Holcus_lanatus",1,"","political.pencils.applause",0
"749","2022-07-05","Nell Pates","Knepp","S","Z","333",2,"Agrostis capillaris","Agrostis_capillaris",75,"","political.pencils.applause",0
"750","2022-07-05","Nell Pates","Knepp","S","Z","333",2,"Arrhenatherum elatius","Arrhenatherum_elatius",5,"","political.pencils.applause",0
"751","2022-07-05","Nell Pates","Knepp","S","Z","333",2,"Fleabane","Pulicaria_dysenterica",60,"","political.pencils.applause",0
"753","2022-07-05","Nell Pates","Knepp","S","Z","333",3,"Holcus lanatus","Holcus_lanatus",5,"","political.pencils.applause",0
"754","2022-07-05","Nell Pates","Knepp","S","Z","333",3,"Agrostis capillaris","Agrostis_capillaris",75,"","political.pencils.applause",0
"755","2022-07-05","Nell Pates","Knepp","S","Z","333",3,"Arrhenatherum elatius","Arrhenatherum_elatius",3,"","political.pencils.applause",0
"756","2022-07-05","Nell Pates","Knepp","S","Z","333",3,"Fleabane","Pulicaria_dysenterica",30,"","political.pencils.applause",0
"759","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"Holcus lanatus","Holcus_lanatus",10,"","political.pencils.applause",0
"760","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"Agrostis capillaris","Agrostis_capillaris",55,"","political.pencils.applause",0
"761","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"Arrhenatherum elatius","Arrhenatherum_elatius",1,"","political.pencils.applause",0
"762","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"Fleabane","Pulicaria_dysenterica",40,"","political.pencils.applause",0
"763","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"Ragwort","Senecio_jacobaea",2,"","political.pencils.applause",0
"765","2022-07-05","Nell Pates","Knepp","S","Z","333",4,"vetch","Vicia_tetrasperma",0.1,"","political.pencils.applause",0
"766","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",1,"goat willow?","Salix_x_reichardtii",100,"","noses.snowboard.remain",0
"767","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",1,"Agrostis stolonifera","Agrostis_stolonifera",95,"","noses.snowboard.remain",0
"768","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",1,"Rumex obtusifolius","Rumex_sanguineus",3,"","noses.snowboard.remain",0
"771","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",1,"Fleabane","Pulicaria_dysenterica",2,"","noses.snowboard.remain",0
"773","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",2,"goat willow?","Salix_x_reichardtii",100,"","noses.snowboard.remain",0
"774","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",2,"Agrostis stolonifera","Agrostis_stolonifera",90,"","noses.snowboard.remain",0
"775","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",2,"Rumex obtusifolius","Rumex_sanguineus",2,"","noses.snowboard.remain",0
"778","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",2,"Fleabane","Pulicaria_dysenterica",8,"","noses.snowboard.remain",0
"782","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",2,"paired leaves shoot, fluffy stem","Epilobium_sp",0.5,"","noses.snowboard.remain",0
"783","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",3,"goat willow?","Salix_x_reichardtii",100,"","noses.snowboard.remain",0
"784","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",3,"Agrostis stolonifera","Agrostis_stolonifera",85,"","noses.snowboard.remain",0
"785","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",3,"Rumex obtusifolius","Rumex_sanguineus",2,"","noses.snowboard.remain",0
"788","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",3,"Fleabane","Pulicaria_dysenterica",8,"","noses.snowboard.remain",0
"791","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",3,"Holcus lanatus","Holcus_lanatus",1,"","noses.snowboard.remain",0
"792","2022-07-06","Catalina Estrada Montes","Knepp","S","Z","112",4,"goat willow?","Salix_x_reichardtii",100,"","noses.snowboard.remain",0
