Date,Recorder,Site,Block,Plot,Quadrant,Species,Cover,Notes,survey
27/6/2024,TM,Boothby,C,133,3,Moss,10,,A
27/6/2024,TM,Boothby,C,133,3,Bare ground,50,,A
27/6/2024,TM,Boothby,C,133,4,Bromus hordeaceus,30,,A
27/6/2024,TM,Boothby,C,133,4,Triticum aestivum,45,,A
27/6/2024,TM,Boothby,C,133,4,Epilobium coloratum,5,,A
27/6/2024,TM,Boothby,C,133,4,Bare ground,45,,A
27/6/2024,TM,Boothby,C,113,1,Triticum aestivum,20,,A
27/6/2024,TM,Boothby,C,113,1,Sonchus arvensis,5,,A
27/6/2024,TM,Boothby,C,113,1,Polygonum aviculare,10,,A
27/6/2024,TM,Boothby,C,113,1,Atriplex patula,3,,A
27/6/2024,TM,Boothby,C,113,1,Senecio vulgaris,3,,A
27/6/2024,TM,Boothby,C,113,1,Bare ground,75,,A
27/6/2024,TM,Boothby,C,113,2,Triticum aestivum,25,,A
27/6/2024,TM,Boothby,C,113,2,Borago pygmaea,5,,A
27/6/2024,TM,Boothby,C,113,2,Polygonum aviculare,5,,A
27/6/2024,TM,Boothby,C,113,2,Epilobium tetragonum,8,,A
27/6/2024,TM,Boothby,C,113,2,Bare ground,70,,A
27/6/2024,TM,Boothby,C,113,3,Triticum aestivum,35,,A
27/6/2024,TM,Boothby,C,113,3,Atriplex patula,15,,A
27/6/2024,TM,Boothby,C,113,3,Senecio vulgaris,3,,A
27/6/2024,TM,Boothby,C,113,3,Bare ground,65,,A
27/6/2024,TM,Boothby,C,113,4,Triticum aestivum,30,,A
27/6/2024,TM,Boothby,C,113,4,Persicaria lapathifolia,15,,A
27/6/2024,TM,Boothby,C,113,4,Senecio vulgaris,1,,A
27/6/2024,TM,Boothby,C,113,4,Bare ground,65,,A
27/6/2024,TM,Boothby,C,111,1,Alopecurus myosuroides,20,,A
27/6/2024,TM,Boothby,C,111,1,Bromus hordeaceus,10,,A
27/6/2024,TM,Boothby,C,111,1,Epilobium coloratum,30,,A
27/6/2024,TM,Boothby,C,111,1,Epilobium hirsutum,5,,A
27/6/2024,TM,Boothby,C,111,1,Epilobium tetragonum,15,,A
27/6/2024,TM,Boothby,C,111,1,Sonchus arvensis,3,,A
27/6/2024,TM,Boothby,C,111,1,Bare ground,40,,A
27/6/2024,TM,Boothby,C,111,2,Alopecurus myosuroides,35,,A
27/6/2024,TM,Boothby,C,111,2,Epilobium coloratum,30,,A
27/6/2024,TM,Boothby,C,111,2,Epilobium hirsutum,10,,A
27/6/2024,TM,Boothby,C,111,2,Epilobium tetragonum,5,,A
27/6/2024,TM,Boothby,C,111,2,Bare ground,40,,A
27/6/2024,TM,Boothby,C,111,3,Alopecurus myosuroides,10,,A
27/6/2024,TM,Boothby,C,111,3,Bromus hordeaceus,2,,A
27/6/2024,TM,Boothby,C,111,3,Epilobium coloratum,20,,A
27/6/2024,TM,Boothby,C,111,3,Epilobium hirsutum,5,,A
27/6/2024,TM,Boothby,C,111,3,Epilobium tetragonum,45,,A
27/6/2024,TM,Boothby,C,111,3,Cirsium discolor,4,,A
27/6/2024,TM,Boothby,C,111,3,Epilobium parviflorum,2,,A
27/6/2024,TM,Boothby,C,111,3,Bare ground,25,,A
27/6/2024,TM,Boothby,C,111,4,Alopecurus myosuroides,15,,A
27/6/2024,TM,Boothby,C,111,4,Bromus hordeaceus,1,,A
27/6/2024,TM,Boothby,C,111,4,Epilobium coloratum,15,,A
27/6/2024,TM,Boothby,C,111,4,Epilobium hirsutum,2,,A
27/6/2024,TM,Boothby,C,111,4,Epilobium tetragonum,30,,A
27/6/2024,TM,Boothby,C,111,4,Sonchus arvensis,20,,A
27/6/2024,TM,Boothby,C,111,4,Bare ground,20,,A
27/6/2024,TM,Boothby,C,112,1,Bromus hordeaceus,30,,A
27/6/2024,TM,Boothby,C,112,1,Epilobium coloratum,5,,A
27/6/2024,TM,Boothby,C,112,1,Poa pratensis,25,,A
27/6/2024,TM,Boothby,C,112,1,Epilobium tetragonum,20,,A
27/6/2024,TM,Boothby,C,112,1,Epilobium parviflorum,5,,A
27/6/2024,TM,Boothby,C,112,1,Hieracium vulgatum,2,,A
27/6/2024,TM,Boothby,C,112,1,Bare ground,30,,A
27/6/2024,TM,Boothby,C,112,2,Bromus hordeaceus,25,,A
27/6/2024,TM,Boothby,C,112,2,Epilobium coloratum,8,,A
27/6/2024,TM,Boothby,C,112,2,Epilobium tetragonum,10,,A
27/6/2024,TM,Boothby,C,112,2,Epilobium parviflorum,7,,A
27/6/2024,TM,Boothby,C,112,2,Tripleurospermum inodorum,1,,A
27/6/2024,TM,Boothby,C,112,2,Alopecurus myosuroides,10,,A
27/6/2024,TM,Boothby,C,112,2,Bare ground,50,,A
27/6/2024,TM,Boothby,C,112,3,Bromus hordeaceus,15,,A
27/6/2024,TM,Boothby,C,112,3,Epilobium coloratum,5,,A
27/6/2024,TM,Boothby,C,112,3,Epilobium tetragonum,25,,A
27/6/2024,TM,Boothby,C,112,3,Epilobium parviflorum,10,,A
27/6/2024,TM,Boothby,C,112,3,Epilobium hirsutum,25,,A
27/6/2024,TM,Boothby,C,112,3,Hieracium vulgatum,1,,A
27/6/2024,TM,Boothby,C,112,3,Bare ground,30,,A
27/6/2024,TM,Boothby,C,112,4,Bromus hordeaceus,8,,A
27/6/2024,TM,Boothby,C,112,4,Epilobium coloratum,10,,A
27/6/2024,TM,Boothby,C,112,4,Epilobium tetragonum,10,,A
27/6/2024,TM,Boothby,C,112,4,Epilobium parviflorum,5,,A
27/6/2024,TM,Boothby,C,112,4,Tripleurospermum inodorum,1,,A
27/6/2024,TM,Boothby,C,112,4,Poa pratensis,1,,A
27/6/2024,TM,Boothby,C,112,4,Alopecurus myosuroides,5,,A
27/6/2024,TM,Boothby,C,112,4,Sonchus arvensis,1,,A
27/6/2024,TM,Boothby,C,112,4,Bare ground,60,,A
27/6/2024,TM,Boothby,C,121,1,Rumex obtusifolius,10,,A
27/6/2024,TM,Boothby,C,121,1,Poa pratensis,60,,A
27/6/2024,TM,Boothby,C,121,1,Bromus hordeaceus,5,,A
27/6/2024,TM,Boothby,C,121,1,Holcus lanatus,15,,A
27/6/2024,TM,Boothby,C,121,1,Ranunculus repens,2,,A
27/6/2024,TM,Boothby,C,121,1,Sonchus arvensis,5,,A
27/6/2024,TM,Boothby,C,121,1,Hypericum humifusum,1,,A
27/6/2024,TM,Boothby,C,121,1,Bare ground,15,,A
27/6/2024,TM,Boothby,C,121,2,Poa pratensis,15,,A
27/6/2024,TM,Boothby,C,121,2,Holcus lanatus,25,,A
27/6/2024,TM,Boothby,C,121,2,Dactylis glomerata,10,,A
27/6/2024,TM,Boothby,C,121,2,Ranunculus repens,3,,A
27/6/2024,TM,Boothby,C,121,2,Urtica dioica,7,,A
27/6/2024,TM,Boothby,C,121,2,Fraxinus pennsylvanica,20,,A
27/6/2024,TM,Boothby,C,121,2,Arrhenatherum elatius,15,,A
27/6/2024,TM,Boothby,C,121,2,Bare ground,25,,A
27/6/2024,TM,Boothby,C,121,3,Poa pratensis,70,,A
27/6/2024,TM,Boothby,C,121,3,Arrhenatherum elatius,15,,A
27/6/2024,TM,Boothby,C,121,3,Holcus lanatus,20,,A
27/6/2024,TM,Boothby,C,121,3,Ranunculus repens,2,,A
27/6/2024,TM,Boothby,C,121,3,Bare ground,7,,A
27/6/2024,TM,Boothby,C,121,4,Poa pratensis,10,,A
27/6/2024,TM,Boothby,C,121,4,Poa trivialis,10,,A
27/6/2024,TM,Boothby,C,121,4,Holcus lanatus,8,,A
27/6/2024,TM,Boothby,C,121,4,Phleum pratense,2,,A
27/6/2024,TM,Boothby,C,121,4,Dactylis glomerata,5,,A
27/6/2024,TM,Boothby,C,121,4,Ranunculus repens,15,,A
27/6/2024,TM,Boothby,C,121,4,Arrhenatherum elatius,10,,A
27/6/2024,TM,Boothby,C,121,4,Bare ground,40,,A
27/6/2024,TM,Boothby,C,122,1,Rumex obtusifolius,7,,A
27/6/2024,TM,Boothby,C,122,1,Urtica dioica,2,,A
27/6/2024,TM,Boothby,C,122,1,Dryopteris carthusiana ,10,,A
27/6/2024,TM,Boothby,C,122,1,Geranium robertianum,5,,A
27/6/2024,TM,Boothby,C,122,1,Rosa multiflora ,7,,A
27/6/2024,TM,Boothby,C,122,1,Myosotis scorpioides,1,,A
27/6/2024,TM,Boothby,C,122,1,Stachys sylvatica,15,,A
27/6/2024,TM,Boothby,C,122,1,Galium aparine,6,,A
27/6/2024,TM,Boothby,C,122,1,Brachypodium sylvaticum,21,,A
27/6/2024,TM,Boothby,C,122,1,Bare ground,55,,A
27/6/2024,TM,Boothby,C,122,2,Rumex obtusifolius,10,,A
27/6/2024,TM,Boothby,C,122,2,Urtica dioica,15,,A
27/6/2024,TM,Boothby,C,122,2,Athyrium filix-femina,9,Lady fern,A
27/6/2024,TM,Boothby,C,122,2,Stachys sylvatica,8,,A
27/6/2024,TM,Boothby,C,122,2,Poa nemoralis,20,Wood bluegrass,A
27/6/2024,TM,Boothby,C,122,2,Angelica sylvestris,8,Wild angelica,A
27/6/2024,TM,Boothby,C,122,2,Circaea lutetiana,5,broad-leaved enchanter's nightshade,A
27/6/2024,TM,Boothby,C,122,2,Cirsium dissectum,4,,A
27/6/2024,TM,Boothby,C,122,2,Ajuga reptans,1,,A
27/6/2024,TM,Boothby,C,122,2,Galium aparine,5,,A
27/6/2024,TM,Boothby,C,122,2,Myosotis scorpioides,3,,A
27/6/2024,TM,Boothby,C,122,2,Rubus pruinosus,4,,A
27/6/2024,TM,Boothby,C,122,3,Rumex obtusifolius,3,,A
27/6/2024,TM,Boothby,C,122,3,Urtica dioica,10,,A
27/6/2024,TM,Boothby,C,122,3,Athyrium filix-femina,20,,A
27/6/2024,TM,Boothby,C,122,3,Geranium robertianum,5,,A
27/6/2024,TM,Boothby,C,122,3,Stachys sylvatica,15,,A
27/6/2024,TM,Boothby,C,122,3,Galium aparine,10,,A
27/6/2024,TM,Boothby,C,122,3,Rubus pruinosus,2,,A
27/6/2024,TM,Boothby,C,122,3,Brachypodium sylvaticum,15,,A
27/6/2024,TM,Boothby,C,122,3,Ajuga reptans,6,,A
27/6/2024,TM,Boothby,C,122,3,Moss,15,,A
27/6/2024,TM,Boothby,C,122,3,Fraxinus excelsior,1,,A
27/6/2024,TM,Boothby,C,122,3,Bare ground,20,,A
27/6/2024,TM,Boothby,C,122,4,Rumex obtusifolius,5,,A
27/6/2024,TM,Boothby,C,122,4,Urtica dioica,9,,A
27/6/2024,TM,Boothby,C,122,4,Athyrium filix-femina,12,,A
27/6/2024,TM,Boothby,C,122,4,Stachys sylvatica,13,,A
27/6/2024,TM,Boothby,C,122,4,Galium aparine,3,,A
27/6/2024,TM,Boothby,C,122,4,Ajuga reptans,4,,A
27/6/2024,TM,Boothby,C,122,4,Geum macrophyllum,1,,A
27/6/2024,TM,Boothby,C,122,4,Quercus Robur,4,,A
27/6/2024,TM,Boothby,C,122,4,Cirsium dissectum,8,,A
27/6/2024,TM,Boothby,C,122,4,Circaea lutetiana,6,,A
27/6/2024,TM,Boothby,C,122,4,Bare ground,60,,A
27/6/2024,BB,Boothby,C,123,1,Centaurea nigrescenes,5,,A
27/6/2024,BB,Boothby,C,123,1,Rubus pruinosus,30,,A
27/6/2024,BB,Boothby,C,123,1,Rubus caesius,40,,A
27/6/2024,BB,Boothby,C,123,1,Geum macrophyllum,2,,A
27/6/2024,BB,Boothby,C,123,1,Geranium purpureum,2,,A
27/6/2024,BB,Boothby,C,123,1,Bare ground,30,,A
27/6/2024,BB,Boothby,C,123,2,Rubus pruinosus,35,,A
27/6/2024,BB,Boothby,C,123,2,Brachypodium sylvaticum,30,,A
27/6/2024,BB,Boothby,C,123,2,Geranium purpureum,6,,A
27/6/2024,BB,Boothby,C,123,2,Rubus fruticosus,15,,A
27/6/2024,BB,Boothby,C,123,2,Bare ground,20,,A
27/6/2024,BB,Boothby,C,123,3,Rubus pruinosus,20,,A
27/6/2024,BB,Boothby,C,123,3,Brachypodium sylvaticum,50,,A
27/6/2024,BB,Boothby,C,123,3,Rubus caesius,5,,A
27/6/2024,BB,Boothby,C,123,3,Fraxinus excelsior,1,,A
27/6/2024,BB,Boothby,C,123,3,Bare ground,35,,A
27/6/2024,BB,Boothby,C,123,4,Rubus caesius,15,,A
27/6/2024,BB,Boothby,C,123,4,Rubus fruticosus,30,,A
27/6/2024,BB,Boothby,C,123,4,Geum macrophyllum,5,,A
27/6/2024,BB,Boothby,C,123,4,Brachypodium sylvaticum,30,,A
27/6/2024,BB,Boothby,C,123,4,Bare ground,25,,A
27/6/2024,BB,Boothby,C,213,1,Bromus hordeaceus,3,,A
27/6/2024,BB,Boothby,C,213,1,Avena fatua,3,,A
27/6/2024,BB,Boothby,C,213,1,Hypochaeris glabra,2,,A
27/6/2024,BB,Boothby,C,213,1,Epilobium hirsutum,2,,A
27/6/2024,BB,Boothby,C,213,1,Epilobium tetragonum,1,,A
27/6/2024,BB,Boothby,C,213,1,Senecio vulgaris,2,,A
27/6/2024,BB,Boothby,C,213,1,Bare ground,90,,A
27/6/2024,BB,Boothby,C,213,2,Bromus hordeaceus,10,,A
27/6/2024,BB,Boothby,C,213,2,Sonchus arvensis,4,,A
27/6/2024,BB,Boothby,C,213,2,Sonchus asper,3,,A
27/6/2024,BB,Boothby,C,213,2,Bare ground,90,,A
27/6/2024,BB,Boothby,C,213,3,Bromus hordeaceus,5,,A
27/6/2024,BB,Boothby,C,213,3,Avena fatua,3,,A
27/6/2024,BB,Boothby,C,213,3,Epilobium tetragonum,2,,A
27/6/2024,BB,Boothby,C,213,3,Alopecurus myosuroides,5,,A
27/6/2024,BB,Boothby,C,213,3,Bare ground,90,,A
27/6/2024,BB,Boothby,C,213,4,Bromus hordeaceus,5,,A
27/6/2024,BB,Boothby,C,213,4,Avena fatua,8,,A
27/6/2024,BB,Boothby,C,213,4,Epilobium tetragonum,4,,A
27/6/2024,BB,Boothby,C,213,4,Epilobium ciliatum,2,,A
27/6/2024,BB,Boothby,C,213,4,Senecio vulgaris,1,,A
27/6/2024,BB,Boothby,C,213,4,Bare ground,90,,A
27/6/2024,BB,Boothby,C,212,1,Epilobium ciliatum,3,,A
27/6/2024,BB,Boothby,C,212,1,Bromus hordeaceus,5,,A
27/6/2024,BB,Boothby,C,212,1,Hypochaeris glabra,2,,A
27/6/2024,BB,Boothby,C,212,1,Epilobium tetragonum,2,,A
27/6/2024,BB,Boothby,C,212,1,Bare ground,90,,A
27/6/2024,BB,Boothby,C,212,2,Epilobium ciliatum,5,,A
27/6/2024,BB,Boothby,C,212,2,Bromus hordeaceus,7,,A
27/6/2024,BB,Boothby,C,212,2,Epilobium tetragonum,3,,A
27/6/2024,BB,Boothby,C,212,2,Bare ground,90,,A
27/6/2024,BB,Boothby,C,212,2,Fraxinus excelsior,1,,A
27/6/2024,BB,Boothby,C,212,2,Hypochaeris glabra,2,,A
27/6/2024,BB,Boothby,C,212,3,Epilobium ciliatum,15,,A
27/6/2024,BB,Boothby,C,212,3,Bromus hordeaceus,5,,A
27/6/2024,BB,Boothby,C,212,3,Epilobium tetragonum,7,,A
27/6/2024,BB,Boothby,C,212,3,Cirsium vulgare,7,,A
27/6/2024,BB,Boothby,C,212,3,Bare ground,75,,A
27/6/2024,BB,Boothby,C,212,3,Moss,10,,A
27/6/2024,BB,Boothby,C,212,4,Epilobium ciliatum,9,,A
27/6/2024,BB,Boothby,C,212,4,Bromus hordeaceus,15,,A
27/6/2024,BB,Boothby,C,212,4,Epilobium tetragonum,5,,A
27/6/2024,BB,Boothby,C,212,4,Senecio sylvaticus,12,,A
27/6/2024,BB,Boothby,C,212,4,Cirsium vulgare,2,,A
27/6/2024,BB,Boothby,C,212,4,Epilobium parviflorum,4,,A
27/6/2024,BB,Boothby,C,212,4,Bare ground,60,,A
27/6/2024,BB,Boothby,C,211,1,Cirsium vulgare,15,,A
27/6/2024,BB,Boothby,C,211,1,Quercus robur,1,,A
27/6/2024,BB,Boothby,C,211,1,Poa pratensis,30,,A
27/6/2024,BB,Boothby,C,211,1,Lolium perenne,2,,A
27/6/2024,BB,Boothby,C,211,1,Bromus hordeaceus,35,,A
27/6/2024,BB,Boothby,C,211,1,Holcus lanatus,1,,A
27/6/2024,BB,Boothby,C,211,1,Bare ground,25,,A
27/6/2024,BB,Boothby,C,211,2,Poa pratensis,40,,A
27/6/2024,BB,Boothby,C,211,2,Bromus hordeaceus,45,,A
27/6/2024,BB,Boothby,C,211,2,Triticum aestivum,1,,A
27/6/2024,BB,Boothby,C,211,2,Bare ground,25,,A
27/6/2024,BB,Boothby,C,211,3,Poa pratensis,30,,A
27/6/2024,BB,Boothby,C,211,3,Bromus hordeaceus,55,,A
27/6/2024,BB,Boothby,C,211,3,Epilobium tetragonum,1,,A
27/6/2024,BB,Boothby,C,211,3,Bare ground,25,,A
27/6/2024,BB,Boothby,C,211,4,Poa pratensis,25,,A
27/6/2024,BB,Boothby,C,211,4,Bromus hordeaceus,20,,A
27/6/2024,BB,Boothby,C,211,4,Bare ground,75,,A
27/6/2024,BB,Boothby,C,233,1,Epilobium tetragonum,2,,A
27/6/2024,BB,Boothby,C,233,1,Helminthotheca echioides,8,,A
27/6/2024,BB,Boothby,C,233,1,Sonchus asper,3,,A
27/6/2024,BB,Boothby,C,233,1,Agrostis stolonifera,30,,A
27/6/2024,BB,Boothby,C,233,1,Poa trivialis,40,,A
27/6/2024,BB,Boothby,C,233,1,Bare ground,40,,A
27/6/2024,BB,Boothby,C,233,2,Epilobium tetragonum,2,,A
27/6/2024,BB,Boothby,C,233,2,Sonchus asper,8,,A
27/6/2024,BB,Boothby,C,233,2,Senecio sylvaticus,20,,A
27/6/2024,BB,Boothby,C,233,2,Cirsium vulgare,5,,A
27/6/2024,BB,Boothby,C,233,2,Bare ground,70,,A
27/6/2024,BB,Boothby,C,233,3,Epilobium tetragonum,5,,A
27/6/2024,BB,Boothby,C,233,3,Helminthotheca echioides,15,,A
27/6/2024,BB,Boothby,C,233,3,Sonchus asper,7,,A
27/6/2024,BB,Boothby,C,233,3,Epilobium hirsutum,6,,A
27/6/2024,BB,Boothby,C,233,3,Hirschfeldia incana,2,,A
27/6/2024,BB,Boothby,C,233,3,Bare ground,75,,A
27/6/2024,BB,Boothby,C,233,4,Epilobium tetragonum,15,,A
27/6/2024,BB,Boothby,C,233,4,Sonchus asper,7,,A
27/6/2024,BB,Boothby,C,233,4,Cirsium vulgare,4,,A
27/6/2024,BB,Boothby,C,233,4,Packera aurea,3,,A
27/6/2024,BB,Boothby,C,233,4,Bare ground,70,,A
27/6/2024,BB,Boothby,C,233,4,Epilobium hirsutum,6,,A
27/6/2024,BB,Boothby,C,233,4,Ranunculus repens,2,,A
28/6/2024,TM,Boothby,NE,233,1,Triticum aestivum,15,,A
28/6/2024,TM,Boothby,NE,233,1,Matricaria chamomilla,20,,A
28/6/2024,TM,Boothby,NE,233,1,Senecio vulgaris,2,,A
28/6/2024,TM,Boothby,NE,233,1,Helminthotheca echiodes,3,,A
28/6/2024,TM,Boothby,NE,233,1,Sonchus arvensis,2,,A
28/6/2024,TM,Boothby,NE,233,1,Bare ground,80,,A
28/6/2024,TM,Boothby,NE,233,2,Triticum aestivum,40,,A
28/6/2024,TM,Boothby,NE,233,2,Fagopyrum tataricum,1,,A
28/6/2024,TM,Boothby,NE,233,2,Taraxacum officinale,1,,A
28/6/2024,TM,Boothby,NE,233,2,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,233,3,Triticum aestivum,65,,A
28/6/2024,TM,Boothby,NE,233,3,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,233,4,Triticum aestivum,70,,A
28/6/2024,TM,Boothby,NE,233,4,Bare ground,55,,A
28/6/2024,TM,Boothby,NE,222,1,Epilobium coloratum,15,,A
28/6/2024,TM,Boothby,NE,222,1,Helminthotheca echiodes,20,,A
28/6/2024,TM,Boothby,NE,222,1,Viola arvensis,10,,A
28/6/2024,TM,Boothby,NE,222,1,Epilobium Parviflorum,5,,A
28/6/2024,TM,Boothby,NE,222,1,Lolium perenne,15,,A
28/6/2024,TM,Boothby,NE,222,1,Fallopia convolvulus,2,,A
28/6/2024,TM,Boothby,NE,222,1,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,222,2,Epilobium coloratum,10,,A
28/6/2024,TM,Boothby,NE,222,2,Epilobium hirsutum,20,,A
28/6/2024,TM,Boothby,NE,222,2,Epilobium tetragonum,5,,A
28/6/2024,TM,Boothby,NE,222,2,Epilobium montanum,5,,A
28/6/2024,TM,Boothby,NE,222,2,Viola arvensis,5,,A
28/6/2024,TM,Boothby,NE,222,2,Lolium perenne,5,,A
28/6/2024,TM,Boothby,NE,222,2,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,222,3,Epilobium coloratum,15,,A
28/6/2024,TM,Boothby,NE,222,3,Epilobium hirsutum,25,,A
28/6/2024,TM,Boothby,NE,222,3,Helminthotheca echiodes,10,,A
28/6/2024,TM,Boothby,NE,222,3,Brassica napus,7,,A
28/6/2024,TM,Boothby,NE,222,3,Bare ground,65,,A
28/6/2024,TM,Boothby,NE,222,4,Epilobium coloratum,20,,A
28/6/2024,TM,Boothby,NE,222,4,Epilobium tetragonum,30,,A
28/6/2024,TM,Boothby,NE,222,4,Epilobium montanum,5,,A
28/6/2024,TM,Boothby,NE,222,4,Brassica napus,5,,A
28/6/2024,TM,Boothby,NE,222,4,Epilobium hirsutum,5,,A
28/6/2024,TM,Boothby,NE,222,4,Bare ground,50,,A
28/6/2024,TM,Boothby,NE,212,1,Triticum aestivum,45,,A
28/6/2024,TM,Boothby,NE,212,1,Raphanus raphanistrum,1,,A
28/6/2024,TM,Boothby,NE,212,1,Senecio vulgaris,2,,A
28/6/2024,TM,Boothby,NE,212,1,Atriplex patula,3,,A
28/6/2024,TM,Boothby,NE,212,1,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,212,2,Triticum aestivum,10,,A
28/6/2024,TM,Boothby,NE,212,2,Senecio vulgaris,1,,A
28/6/2024,TM,Boothby,NE,212,2,Atriplex patula,5,,A
28/6/2024,TM,Boothby,NE,212,2,Raphanus raphanistrum,2,,A
28/6/2024,TM,Boothby,NE,212,2,Bare ground,85,,A
28/6/2024,TM,Boothby,NE,212,3,Triticum aestivum,35,,A
28/6/2024,TM,Boothby,NE,212,3,Epilobium hirsutum,25,,A
28/6/2024,TM,Boothby,NE,212,3,Senecio doria,4,,A
28/6/2024,TM,Boothby,NE,212,3,Bare ground,45,,A
28/6/2024,TM,Boothby,NE,212,4,Triticum aestivum,45,,A
28/6/2024,TM,Boothby,NE,212,4,Atriplex patula,5,,A
28/6/2024,TM,Boothby,NE,212,4,Bare ground,50,,A
28/6/2024,TM,Boothby,NE,213,1,Holcus lanatus,30,,A
28/6/2024,TM,Boothby,NE,213,1,Dactylis glomerata,5,,A
28/6/2024,TM,Boothby,NE,213,1,Arrhenatherum elatius,30,,A
28/6/2024,TM,Boothby,NE,213,1,Poa trivialis,15,,A
28/6/2024,TM,Boothby,NE,213,1,Urtica dioica,3,,A
28/6/2024,TM,Boothby,NE,213,1,Anthriscus caucalis,4,,A
28/6/2024,TM,Boothby,NE,213,1,Rumex obtusifolius,5,,A
28/6/2024,TM,Boothby,NE,213,1,Stachys sylvatica,6,,A
28/6/2024,TM,Boothby,NE,213,1,Cirsium arvense,5,,A
28/6/2024,TM,Boothby,NE,213,1,Epilobium parviflorum,3,,A
28/6/2024,TM,Boothby,NE,213,1,Bare ground,5,,A
28/6/2024,TM,Boothby,NE,213,2,Holcus lanatus,30,,A
28/6/2024,TM,Boothby,NE,213,2,Dactylis glomerata,15,,A
28/6/2024,TM,Boothby,NE,213,2,Arrhenatherum elatius,10,,A
28/6/2024,TM,Boothby,NE,213,2,Poa trivialis,5,,A
28/6/2024,TM,Boothby,NE,213,2,Urtica dioica,5,,A
28/6/2024,TM,Boothby,NE,213,2,Rumex obtusifolius,5,,A
28/6/2024,TM,Boothby,NE,213,2,Cirsium arvense,40,,A
28/6/2024,TM,Boothby,NE,213,2,Bare ground,10,,A
28/6/2024,TM,Boothby,NE,213,3,Holcus lanatus,5,,A
28/6/2024,TM,Boothby,NE,213,3,Dactylis glomerata,5,,A
28/6/2024,TM,Boothby,NE,213,3,Arrhenatherum elatius,50,,A
28/6/2024,TM,Boothby,NE,213,3,Poa trivialis,15,,A
28/6/2024,TM,Boothby,NE,213,3,Urtica dioica,10,,A
28/6/2024,TM,Boothby,NE,213,3,Rumex obtusifolius,6,,A
28/6/2024,TM,Boothby,NE,213,3,Cirsium arvense,8,,A
28/6/2024,TM,Boothby,NE,213,3,Epilobium hirsutum,10,,A
28/6/2024,TM,Boothby,NE,213,3,Epilobium parviflorum,3,,A
28/6/2024,TM,Boothby,NE,213,3,Rubus pruinosus,2,,A
28/6/2024,TM,Boothby,NE,213,3,Bromus sterilis,2,,A
28/6/2024,TM,Boothby,NE,213,3,Bare ground,5,,A
28/6/2024,TM,Boothby,NE,213,4,Holcus lanatus,10,,A
28/6/2024,TM,Boothby,NE,213,4,Dactylis glomerata,5,,A
28/6/2024,TM,Boothby,NE,213,4,Arrhenatherum elatius,5,,A
28/6/2024,TM,Boothby,NE,213,4,Poa trivialis,5,,A
28/6/2024,TM,Boothby,NE,213,4,Urtica dioica,4,,A
28/6/2024,TM,Boothby,NE,213,4,Rumex obtusifolius,20,,A
28/6/2024,TM,Boothby,NE,213,4,Cirsium arvense,15,,A
28/6/2024,TM,Boothby,NE,213,4,Epilobium hirsutum,5,,A
28/6/2024,TM,Boothby,NE,213,4,Rubus pruinosus,2,,A
28/6/2024,TM,Boothby,NE,213,4,Bare ground,20,,A
28/6/2024,TM,Boothby,NE,213,4,Agrostis stolonifera,5,,A
28/6/2024,TM,Boothby,NE,211,1,Triticum aestivum,45,,A
28/6/2024,TM,Boothby,NE,211,1,Matricaria chamomilla,2,,A
28/6/2024,TM,Boothby,NE,211,1,Helminthotheca echioides,2,,A
28/6/2024,TM,Boothby,NE,211,1,Atriplex patula,1,,A
28/6/2024,TM,Boothby,NE,211,1,Bare ground,65,,A
28/6/2024,TM,Boothby,NE,211,2,Triticum aestivum,70,,A
28/6/2024,TM,Boothby,NE,211,2,Matricaria chamomilla,5,,A
28/6/2024,TM,Boothby,NE,211,2,Atriplex patula,5,,A
28/6/2024,TM,Boothby,NE,211,2,Bare ground,50,,A
28/6/2024,TM,Boothby,NE,211,3,Triticum aestivum,65,,A
28/6/2024,TM,Boothby,NE,211,3,Matricaria chamomilla,3,,A
28/6/2024,TM,Boothby,NE,211,3,Atriplex patula,10,,A
28/6/2024,TM,Boothby,NE,211,3,Bare ground,45,,A
28/6/2024,TM,Boothby,NE,211,4,Triticum aestivum,55,,A
28/6/2024,TM,Boothby,NE,211,4,Atriplex patula,15,,A
28/6/2024,TM,Boothby,NE,211,4,Epilobium montanum,8,,A
28/6/2024,TM,Boothby,NE,211,4,Crepis mollis,9,,A
28/6/2024,TM,Boothby,NE,211,4,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,122,1,Triticum aestivum,50,,A
28/6/2024,TM,Boothby,NE,122,1,Senecio vulgaris,2,,A
28/6/2024,TM,Boothby,NE,122,1,Atriplex patula,1,,A
28/6/2024,TM,Boothby,NE,122,1,Bare ground,60,,A
28/6/2024,TM,Boothby,NE,122,2,Triticum aestivum,30,,A
28/6/2024,TM,Boothby,NE,122,2,Senecio vulgaris,1,,A
28/6/2024,TM,Boothby,NE,122,2,Atriplex patula,8,,A
28/6/2024,TM,Boothby,NE,122,2,Taraxacum officinale,5,,A
28/6/2024,TM,Boothby,NE,122,2,Bare ground,70,,A
28/6/2024,TM,Boothby,NE,122,3,Triticum aestivum,35,,A
