Date,Recorder,Location,Site,Block,Group,Plot,Quadrant,Species (Nell),Species,Cover,Notes,what3words,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133*,NA,water,water,100,abandoned site,,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133*,NA,submerged branches,branches,100,abandoned site,,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,mint,Mentha aquatica,45,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,buttercup?,Geum urbanum,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,Rumex sp,Rumex sanguineus,4,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,Grass - agrostis sp?,Agrostis stolonifera,40,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,dead leaves,dead leaves,75,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,shoot with round leaves,Cardamine pratensis,0.5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,bracken,bracken,1,dead,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,V. chamaedrys,Veronica chamaedrys,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,water dropwort,Oenanthe crocata,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,moss,moss,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,nettle,Urtica dioica,3,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,tiny shoot,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,1,"very skinny, leaves in 4s",Galium saxatile,0.1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,mint,Mentha aquatica,10,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,V. chamaedrys,Veronica chamaedrys,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,Grass - agrostis sp?,Agrostis stolonifera,35,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,dead leaves,dead leaves,85,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,moss,moss,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,Rumex sp,Rumex sanguineus,0.5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,2,tiny shoot,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,mint,Mentha aquatica,35,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,nettle,Urtica dioica,10,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,Grass - agrostis sp?,Agrostis stolonifera,55,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,dead leaves,dead leaves,75,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,moss,moss,6,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,sticks,sticks,5,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,shoot with round leaves,Cardamine pratensis,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,"very skinny, leaves in 4s",Galium saxatile,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,"shoot - hairy, alternate leaves",shoot,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,3,Ragwort,Senecio jacobaea,3,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,hawthorn,Crataegus monogyna,0,overhang - 75,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,bramble,Rubus fruticosus,0,overhang - 50,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,willow,Salix sp,0,overhang - 100,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,mint,Mentha aquatica,20,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,nettle,Urtica dioica,8,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,Grass - agrostis sp?,Agrostis stolonifera,25,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,dead leaves,dead leaves,98,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,moss,moss,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,sticks,sticks,2,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,"very skinny, leaves in 4s",Galium palustre,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,water dropwort,Oenanthe crocata,6,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,Ivy,Hedera helix,1,,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,shoot with round leaves,shoot,0.1,too small to ID,elastic.concluded.runways,
2022-07-07,Catalina Estrada Montes,Knepp,Knepp,S,Y,133,4,Rumex sp,Rumex sp,2,damaged,elastic.concluded.runways,
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,1,beans,Vicia faba,100,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,1,bare soil,bare soil,80,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,1,stones,stones,5,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,1,dead leaves,dead leaves,40,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,2,beans,Vicia faba,100,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,2,bare soil,bare soil,90,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,2,dead leaves,dead leaves,35,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,3,beans,Vicia faba,85,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,3,bare soil,bare soil,95,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,3,stones,stones,2,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,3,dead leaves,dead leaves,50,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,4,beans,Vicia faba,95,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,4,bare soil,bare soil,90,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,322,4,dead leaves,dead leaves,35,,lake.outgrown.excuse,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,1,grass crop,Triticum aestivum,100,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,1,bare soil,bare soil,50,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,2,grass crop,Triticum aestivum,100,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,2,bare soil,bare soil,50,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,3,grass crop,Triticum aestivum,95,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,3,bare soil,bare soil,70,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,4,grass crop,Triticum aestivum,100,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,311,4,bare soil,bare soil,50,,forkfull.firework.craziest,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,1,grass crop,Triticum aestivum,100,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,1,bare soil,bare soil,75,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,1,shoot 1,Geranium molle,0.1,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,1,shoot 2,Chenopodium ficifolium,0.1,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,1,stones,stones,5,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,2,grass crop,Triticum aestivum,90,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,2,bare soil,bare soil,80,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,2,stones,stones,10,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,3,grass crop,Triticum aestivum,100,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,3,bare soil,bare soil,75,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,3,stones,stones,5,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,3,shoot 3,Galium aparine,0.1,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,4,grass crop,Triticum aestivum,100,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,4,bare soil,bare soil,70,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,333,4,stones,stones,10,,became.jetted.roadshow,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Grass 1 - Arrhen,Arrhenatherum elatius,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Grass 2 - Timothy,Phleum pratense,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Grass 3 - cocksfoot,Dactylis glomerata,1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Umbellifer,Daucus carota,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,C. nigra,Centaurea nigra,4,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Shrub / sapling,Prunus spinosa,50,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Bramble,Rubus fructicosus,35,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,vetch - purple flowers,Vicia tetraspermae,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,senesced grass,senesced grass,40,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,1,Lotus?,Lotus corniculatus,0.1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Grass 1 - Arrhen,Arrhenatherum elatius,15,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Grass 2 - Timothy,Phleum pratense,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Grass 4 - poa?,Poa trivialis,3,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Umbellifer,Daucus carota,25,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,C. nigra,Centaurea nigra,11,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Shrub / sapling,Prunus spinosa,40,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Bramble,Rubus fructicosus,50,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,vetch - purple flowers,Vicia tetraspermae,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Grass 5 - brome?,Festuca rubra,0.1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,senesced grass,senesced grass,50,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,2,Grass 6 - tight to stalk,Cynosurus cristatus,1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Grass 1 - Arrhen,Arrhenatherum elatius,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Grass 2 - Timothy,Phleum pratense,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Grass 3 - cocksfoot,Dactylis glomerata,0.5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Grass 4 - poa?,Agrostis capillaris,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Grass 5 - brome?,Festuca rubra,0.1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Umbellifer,Daucus carota,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Shrub / sapling,Prunus spinosa,20,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Bramble,Rubus fructicosus,50,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,vetch - purple flowers,Vicia tetraspermae,15,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,senesced grass,senesced grass,35,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,"long, thin, fluffy leaf",Cirsium arvense,0.5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,3,Rumex sp?,Rumex crispus,0.5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Grass 1 - Arrhen,Arrhenatherum elatius,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Grass 2 - Timothy,Phleum pratense,15,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Grass 3 - cocksfoot,Dactylis glomerata,0.1,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Grass 4 - poa?,Agrostis capillaris,5,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Umbellifer,Daucus carota,40,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,C. nigra,Centaurea nigra,15,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Shrub / sapling,Prunus spinosa,25,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,Bramble,Rubus fructicosus,50,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,vetch - purple flowers,Vicia tetraspermae,8,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,"large, spiky, lumpy leaves",Picris echioides,8,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,133,4,senesced grass,senesced grass,10,,festivity.conveying.proofread,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,1,beans,Vicia faba,95,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,1,bare soil,bare soil,85,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,1,grass sp,Alopecurus myosuroides,10,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,1,dead leaves,dead leaves,8,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,1,shoot - just leaves,Chenopodium ficifolium,2,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,beans,Vicia faba,100,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,bare soil,bare soil,95,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,grass sp,Alopecurus myosuroides,10,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,dead leaves,dead leaves,10,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,shoot - just leaves,Chenopodium ficifolium,4,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,2,bindweed,Fallopia convolvulvus,2,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,3,beans,Vicia faba,100,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,3,bare soil,bare soil,85,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,3,grass sp,Alopecurus myosuroides,15,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,3,dead leaves,dead leaves,5,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,3,shoot - just leaves,Chenopodium ficifolium,2,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,4,beans,Vicia faba,100,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,4,bare soil,bare soil,85,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,4,grass sp,Alopecurus myosuroides,10,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,4,dead leaves,dead leaves,10,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,113,4,shoot - just leaves,Chenopodium ficifolium,1,,tensions.tipping.sleepers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,1,beans,Vicia faba,40,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,1,bare soil,bare soil,90,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,1,dead leaves,dead leaves,12,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,1,grass sp,Alopecurus myosuroides,10,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,1,shoot - just leaves,Chenopodium ficifolium,1.5,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,2,beans,Vicia faba,95,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,2,bare soil,bare soil,95,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,2,dead leaves,dead leaves,25,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,3,beans,Vicia faba,70,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,3,bare soil,bare soil,95,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,3,dead leaves,dead leaves,20,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,3,grass sp,Alopecurus myosuroides,5,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,4,beans,Vicia faba,40,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,4,bare soil,bare soil,99,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,4,dead leaves,dead leaves,10,,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,112,4,different shoot - looks like mint? but not scented,shoot,0.5,too small to ID,stamp.undivided.takeovers,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,blackthorn,Prunus spinosa,0,overhang - 100,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,Hairy grass - broad leaves,Brachypodium sylvaticum,45,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,Ground ivy,Glechoma hederacea,6,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,bare soil,bare soil,40,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,sticks,sticks,20,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,moss,moss,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,nettle,Urtica dioica,0.1,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,1,damaged leaves,shoot,0.1,too small to ID,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,blackthorn,Prunus spinosa,0,overhang - 100,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,Hairy grass - broad leaves,Brachypodium sylvaticum,50,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,Ground ivy,Glechoma hederacea,3,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,bare soil,bare soil,30,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,sticks,sticks,10,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,moss,moss,2,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,dead leaves,dead leaves,15,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,2,senesced grass,senesced grass,15,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,blackthorn,Prunus spinosa,0,overhang - 100,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,Hairy grass - broad leaves,Brachypodium sylvaticum,65,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,Ground ivy,Glechoma hederacea,7,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,bare soil,bare soil,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,sticks,sticks,3,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,moss,moss,2,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,dead leaves,dead leaves,4,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,senesced grass,senesced grass,50,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,nettle,Urtica dioica,6,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,Rumex sp?,Rumex sanguineus,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,3,shoots / saplings,Prunus spinosa,3.5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,blackthorn,Prunus spinosa,0,overhang - 100,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,Hairy grass - broad leaves,Brachypodium sylvaticum,45,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,Ground ivy,Glechoma hederacea,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,bare soil,bare soil,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,sticks,sticks,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,dead leaves,dead leaves,5,,shuffles.disposal.train,A
2022-07-11,Nell Pates,Boothby,Boothby,NW,NA,111,4,senesced grass,senesced grass,30,,shuffles.disposal.train,A
